Model Year,Uphill or Downhill,Related to Intersection,Clock-form Direction of force,Day in Week,Race,Maneuver before collision,year,Number of lanes,Body Category,Alignment of Road,Curb Weight,Age,Traffic Conrtol Functioning,weight,Pre-event Location,Lighting Condition,Climate,Traffic Condition,Traffic Flow Situation,premovement before collision,month,Alcohol Present,Surface Type,Crash Type,height,Sex,Surface Condition,Speed Limit,Distracted in Driving
2006,1,3,0,5,1,1,2009,2,0,2,1530,30,0,61,1,3,1,0,0,14,11,0,2,4,157,2,1,56,1
2000,1,2,50,7,1,10,2009,2,0,1,1520,18,0,68,1,3,1,0,0,11,11,0,2,4,170,2,1,56,1
2003,1,2,350,6,1,9,2009,4,0,1,1180,22,2,86,1,1,1,1,0,1,11,0,2,4,163,2,1,56,1
2008,1,0,180,2,1,1,2009,2,0,1,1430,45,0,59,1,3,1,0,0,5,12,0,2,1,168,2,1,48,1
2008,1,0,350,5,1,6,2009,4,0,3,1630,50,0,95,2,2,4,0,0,14,12,0,2,2,183,1,3,64,1
2004,1,0,0,2,3,1,2009,2,1,2,2090,51,0,79,2,1,1,0,0,14,1,0,2,1,157,2,1,40,2
2001,1,0,180,5,2,1,2009,3,0,1,1400,46,0,100,1,3,8,0,2,5,1,1,2,1,185,1,1,80,1
2000,1,0,0,5,2,2,2009,3,0,1,1930,45,0,95,1,3,8,0,2,1,1,0,2,1,183,1,1,80,1
2007,1,2,280,1,2,1,2009,2,0,1,1140,40,2,80,1,1,1,2,0,11,2,1,2,4,165,1,1,72,1
2003,1,2,0,1,1,2,2009,4,2,3,2250,42,2,77,1,1,1,1,1,14,2,0,2,1,175,1,1,56,1
2001,1,2,0,3,2,4,2009,2,2,1,1770,25,2,109,1,1,1,1,1,1,3,0,2,1,183,1,1,64,2
2004,1,2,180,3,2,1,2009,2,0,1,1800,39,2,86,1,1,1,1,1,5,3,0,2,1,183,1,1,64,1
2008,1,2,80,5,1,1,2009,4,0,1,1380,25,2,68,1,1,1,1,1,11,3,0,2,4,173,1,1,72,2
2002,1,1,0,2,2,1,2009,5,3,1,1930,39,2,83,1,3,1,1,0,1,3,0,2,1,170,1,1,56,1
2008,4,1,170,5,2,1,2009,4,2,1,1990,26,0,75,1,1,2,0,0,1,3,0,2,5,168,5,2,64,1
2000,1,0,350,1,2,1,2009,3,2,1,2130,29,0,88,1,3,1,0,0,1,3,0,2,4,178,1,1,56,1
2004,4,2,0,7,2,3,2009,5,0,1,1390,63,2,82,1,1,2,1,2,1,4,0,2,1,165,2,2,56,1
2003,1,2,330,1,1,1,2009,5,0,1,1450,21,2,73,1,1,1,1,0,1,4,0,2,4,165,1,1,56,1
2001,1,2,350,6,1,2,2009,6,1,1,1910,35,2,77,1,1,1,1,0,1,5,0,2,4,175,1,1,64,1
2000,1,0,0,6,1,3,2009,4,0,1,1420,28,0,95,1,3,2,0,2,1,5,0,2,1,183,1,2,105,2
2003,1,2,0,3,1,2,2009,4,2,1,1910,38,2,63,1,1,1,1,1,11,5,0,2,1,173,1,1,48,1
2000,1,2,70,6,1,2,2009,2,0,1,1370,28,2,77,1,1,2,1,3,1,6,0,2,4,183,1,2,56,2
2001,1,2,340,6,1,7,2009,4,1,1,1390,49,2,86,1,1,2,1,3,1,6,0,2,4,173,2,2,56,2
2000,1,2,70,7,1,1,2009,4,1,1,2190,39,2,98,1,3,1,1,1,11,7,0,2,4,193,1,1,48,2
2007,1,2,180,7,2,1,2009,4,0,1,1660,35,0,73,1,3,1,0,2,2,6,1,2,1,173,1,1,89,1
2008,1,3,50,5,1,7,2009,4,2,1,1920,32,0,139,1,1,1,0,3,1,7,0,2,4,178,1,1,72,1
2006,1,3,340,6,2,1,2009,4,1,1,2040,39,0,86,1,3,1,0,0,1,8,0,2,4,165,2,1,48,1
2002,1,2,340,6,1,3,2009,5,0,1,1460,25,2,59,1,3,1,1,1,1,10,0,2,4,160,2,1,48,1
2006,2,2,350,3,2,1,2009,2,0,1,1410,41,0,70,1,2,1,0,0,1,10,0,2,2,185,1,1,48,1
2000,1,3,20,2,1,1,2009,2,0,1,1090,24,0,57,1,1,2,0,0,11,11,0,2,4,175,2,2,56,1
2006,1,0,0,2,1,1,2009,2,0,2,1820,78,0,79,1,1,2,0,0,14,11,0,2,5,155,2,2,64,1
2007,1,2,60,3,2,1,2009,4,0,1,1240,21,2,77,1,3,2,1,1,11,11,0,2,4,175,1,2,56,1
2003,1,0,170,6,1,1,2009,2,0,1,1410,31,0,54,1,2,1,0,2,5,1,0,2,1,168,1,1,113,1
2006,1,0,340,1,1,9,2009,2,1,1,1790,63,0,113,1,1,8,0,0,1,1,0,2,6,175,1,4,89,1
2007,3,1,90,6,1,1,2009,2,0,3,1220,44,0,104,1,2,1,0,2,14,1,0,2,5,193,1,1,89,1
2003,1,0,160,5,1,1,2009,2,0,1,1220,27,0,64,2,5,9,0,0,1,1,0,2,6,183,1,3,89,1
2006,1,2,10,6,1,2,2009,2,0,1,1580,24,0,104,1,1,1,0,0,1,1,0,2,4,180,1,3,72,1
2001,1,3,300,6,2,1,2009,2,0,1,1380,27,0,69,1,2,8,0,0,11,1,0,2,4,168,2,1,40,2
2000,1,0,330,6,2,7,2009,2,3,1,1840,43,0,73,1,1,9,0,0,1,1,0,2,6,165,2,3,72,1
2007,1,2,340,4,1,1,2009,2,0,1,1510,40,0,150,1,2,8,0,0,1,1,0,4,4,165,2,3,89,1
2004,1,2,180,3,1,1,2009,2,0,1,1180,59,0,66,1,3,8,0,0,5,2,0,2,1,170,1,2,56,1
2002,1,2,0,3,1,1,2009,7,2,1,1770,85,2,61,1,1,9,1,0,1,2,0,2,1,165,1,3,80,1
2004,1,2,40,2,1,1,2009,2,0,1,1500,63,0,77,1,1,8,0,0,11,2,0,2,4,163,2,1,89,1
2001,2,1,180,7,1,1,2009,2,1,2,1830,21,0,95,1,2,9,0,3,5,2,0,2,1,173,2,5,113,2
2002,2,2,280,2,1,10,2009,3,1,1,1970,38,2,120,1,1,1,1,0,1,2,0,2,4,168,1,1,40,1
2007,1,2,10,2,1,2,2009,4,0,1,1490,29,2,86,1,1,1,1,0,1,2,0,2,4,185,1,1,40,2
2008,1,0,10,2,1,2,2009,2,0,1,1240,33,0,56,1,1,8,0,2,1,3,0,2,1,163,2,1,113,1
2008,1,2,0,3,1,7,2009,2,1,2,1740,43,0,54,1,5,1,0,0,14,3,0,1,1,165,2,1,56,2
2000,1,0,340,2,2,1,2009,5,2,1,1660,32,0,118,1,1,1,0,0,5,3,0,1,2,157,2,1,64,1
2007,2,0,180,7,1,1,2009,2,0,1,1270,57,0,104,2,2,1,0,0,15,3,0,2,1,163,2,1,72,1
2007,2,2,280,6,1,1,2009,2,1,3,2140,63,2,82,1,1,1,2,0,14,3,0,2,4,178,1,1,72,2
2002,1,2,10,5,1,8,2009,2,2,1,1980,48,0,91,1,1,1,0,0,1,3,0,2,4,160,2,1,56,1
2002,1,2,310,1,1,1,2009,2,0,1,1160,48,2,98,1,1,1,1,0,1,3,0,2,4,165,2,1,89,1
2008,1,2,20,6,1,2,2009,2,0,1,1310,53,0,111,1,2,1,0,0,1,3,0,2,4,165,2,1,80,1
2003,1,2,180,5,1,1,2009,6,0,1,1140,28,2,77,1,1,1,1,0,2,4,0,2,1,173,1,1,72,1
2006,2,2,50,7,2,6,2009,3,0,1,1680,20,2,79,1,1,1,1,0,1,4,0,2,4,188,1,1,80,1
2007,1,3,0,3,1,8,2009,2,0,1,1490,55,0,82,1,1,8,0,0,1,4,0,2,4,170,1,2,80,1
2002,1,2,290,3,1,1,2009,2,0,1,1070,36,2,59,1,1,2,1,0,11,4,0,2,4,170,2,2,56,1
2005,1,2,20,7,1,1,2009,4,1,1,1940,20,2,59,1,1,8,1,0,11,4,0,2,4,168,2,2,56,1
2007,2,2,350,7,1,1,2009,4,0,1,1320,21,2,84,1,1,8,1,0,1,4,0,2,4,185,1,2,56,1
2006,2,3,0,3,1,2,2009,2,1,1,1460,24,0,32,1,1,2,0,0,1,4,0,2,1,109,2,2,72,1
2006,4,3,40,1,1,2,2009,2,1,1,1950,21,0,64,1,2,1,0,0,11,5,0,2,4,163,2,1,72,2
2002,2,3,350,1,3,2,2009,2,0,1,1300,48,0,54,1,2,1,0,0,1,5,0,2,4,163,1,1,72,1
2006,2,2,0,6,1,1,2009,3,0,1,1580,31,2,59,1,1,8,1,3,1,5,0,2,1,152,2,1,89,2
2000,1,2,50,1,2,1,2009,3,2,1,1790,24,2,91,1,3,1,1,3,1,5,0,2,4,188,1,1,48,1
2001,1,2,320,1,1,1,2009,5,0,1,1580,23,2,54,1,3,1,1,0,1,5,0,2,4,170,2,1,48,1
2009,2,2,70,2,2,6,2009,2,0,1,1370,16,2,82,1,1,1,2,0,1,5,0,1,4,178,1,1,64,1
2005,1,2,0,2,1,4,2009,2,0,1,1160,38,2,118,1,1,1,1,1,1,5,0,2,1,178,1,1,80,1
2004,2,0,350,6,2,7,2009,2,2,3,1810,36,0,68,1,1,1,0,0,14,5,0,2,6,173,2,1,72,1
2009,1,3,10,1,1,1,2009,6,1,1,1540,36,0,84,1,1,8,0,0,1,6,0,2,4,180,1,1,72,1
2005,4,2,40,1,1,6,2009,3,0,1,1570,16,2,77,1,2,1,1,0,1,5,0,1,4,183,1,1,72,1
2001,4,2,280,1,1,1,2009,2,1,1,1800,16,2,58,1,1,1,2,0,1,5,0,2,4,165,2,1,89,2
2003,4,2,10,1,1,8,2009,2,0,1,1840,76,0,59,1,1,1,0,0,1,5,0,2,4,160,2,1,89,1
2002,4,2,340,7,1,2,2009,2,0,1,1530,68,2,49,1,3,5,1,0,1,6,0,2,4,160,2,1,89,1
2003,1,2,280,2,1,1,2009,3,0,1,1520,63,2,50,1,1,1,1,0,1,6,0,2,4,160,2,1,72,1
2002,1,2,0,7,1,1,2009,3,0,1,1240,20,0,52,1,1,1,0,0,1,6,0,1,1,173,2,1,56,2
2005,1,2,170,3,1,1,2009,5,3,1,1390,53,0,91,1,1,1,0,0,10,7,0,2,1,178,1,1,72,1
2007,1,2,300,5,2,10,2009,2,0,1,1820,20,2,122,1,1,8,2,0,11,7,0,2,4,152,2,1,40,1
2003,2,2,0,5,2,2,2009,4,0,1,1520,25,2,71,1,1,1,1,0,1,7,0,2,1,168,2,1,56,1
2000,4,2,340,7,1,1,2009,3,0,1,1070,46,2,86,1,5,8,1,1,1,7,0,1,4,165,2,1,72,1
2002,1,2,280,3,1,1,2009,3,1,1,1450,65,2,79,1,1,8,1,0,11,8,0,2,4,185,1,1,72,1
2001,1,2,330,4,2,1,2009,3,0,1,1520,51,0,107,1,1,1,0,3,1,8,0,2,4,165,2,1,40,1
2006,1,2,60,4,1,1,2009,2,0,1,1300,65,2,92,1,1,1,2,3,4,8,0,1,4,178,1,1,40,1
2009,1,2,30,3,3,1,2009,3,0,1,2040,38,2,64,1,3,1,1,0,1,7,0,2,4,157,2,1,72,2
2004,1,2,330,3,1,1,2009,5,2,1,1940,48,2,100,1,3,1,1,0,1,7,0,2,4,180,1,1,72,1
2007,1,0,0,4,1,2,2009,3,0,1,1530,23,0,54,1,1,1,0,2,1,8,0,2,1,168,2,1,113,1
2005,1,0,180,4,1,1,2009,3,0,1,1550,26,0,82,1,1,1,0,2,4,8,0,2,1,180,1,1,113,1
2007,4,3,20,4,1,2,2009,4,0,1,1410,32,0,102,1,1,1,0,0,1,8,0,2,4,188,1,1,56,1
2006,1,2,280,4,3,1,2009,2,0,1,1570,46,0,78,1,1,1,0,0,1,9,0,2,4,180,1,1,89,1
2006,1,2,340,4,1,2,2009,4,0,1,1490,41,0,58,1,1,1,0,0,1,9,0,2,4,175,2,1,56,1
2001,2,2,50,3,1,1,2009,5,1,1,1900,23,2,77,1,1,8,1,0,11,9,0,1,4,160,2,1,64,1
2001,1,2,340,3,1,1,2009,3,1,1,1830,17,2,66,1,1,8,1,1,1,9,0,1,4,168,2,1,64,1
2002,1,3,20,5,1,1,2009,4,3,1,2130,73,0,82,1,1,1,0,0,11,9,0,2,4,168,1,1,56,2
2006,1,3,340,5,1,7,2009,3,0,1,1610,25,0,91,1,1,1,0,0,1,9,0,2,4,175,2,1,56,1
2009,1,2,190,1,1,1,2009,6,0,1,1800,53,0,64,2,1,2,0,0,15,10,0,2,1,168,2,2,72,1
2007,4,2,20,7,1,2,2009,2,3,2,2780,80,0,64,2,1,8,0,0,11,10,0,2,4,170,1,1,72,2
2004,1,0,0,6,1,6,2009,3,1,3,1960,27,0,49,1,2,2,0,2,14,10,1,2,1,168,2,2,113,2
2008,1,0,180,4,1,1,2009,2,2,1,2100,34,0,82,1,2,8,0,0,2,10,0,2,1,160,2,1,89,1
2003,1,0,0,6,1,8,2009,3,0,1,1180,17,0,52,1,2,2,0,1,1,10,0,2,1,152,2,2,64,1
2008,1,2,350,3,1,7,2009,4,3,1,3220,46,2,125,1,3,1,1,1,1,11,0,2,4,178,1,1,89,1
2001,1,3,350,5,2,2,2009,2,1,1,1800,30,0,82,1,3,1,0,0,11,11,0,1,4,185,1,1,56,1
2001,1,2,280,4,1,7,2009,3,0,1,1520,27,0,54,1,1,8,0,3,1,11,0,2,4,178,2,1,40,1
2002,1,3,70,2,1,1,2009,2,0,1,1160,17,0,73,1,1,1,0,0,11,11,0,2,4,193,1,1,80,2
2002,1,3,350,2,1,2,2009,2,0,1,1610,39,0,91,1,1,1,0,0,1,11,0,2,4,175,1,1,80,1
2005,2,2,0,2,2,3,2009,2,0,1,1500,18,0,57,1,1,1,0,0,1,11,0,2,1,163,2,1,72,1
2000,4,0,80,6,3,1,2009,4,1,1,1820,54,0,82,2,3,1,0,0,1,11,0,1,6,183,1,5,56,1
2005,1,2,320,4,1,1,2009,2,0,1,1620,63,2,79,1,2,2,1,0,11,12,0,2,4,170,2,2,89,2
2007,2,2,20,4,1,1,2009,3,0,1,1410,46,2,68,1,2,2,1,0,1,12,0,2,4,168,2,2,89,1
2003,2,3,30,4,1,1,2009,2,1,1,2100,30,0,61,1,1,8,0,0,11,11,0,2,4,178,1,1,89,2
2008,1,3,350,4,1,1,2009,2,0,1,1430,40,0,49,1,1,8,0,0,1,11,0,2,4,152,2,1,89,1
2000,1,2,80,6,3,1,2009,4,0,1,1620,61,0,82,1,1,8,0,1,11,12,0,2,4,165,1,1,56,2
2000,1,2,290,3,1,1,2009,5,0,1,1550,24,2,82,1,1,1,1,0,11,12,0,1,4,183,1,1,64,1
2000,1,2,350,1,1,3,2009,3,0,1,1550,23,2,64,1,3,1,2,0,1,12,0,2,4,150,2,3,72,2
2007,1,2,290,1,3,3,2009,2,3,1,2240,39,2,77,7,1,5,2,0,11,1,0,2,4,168,1,2,72,1
2007,2,1,340,3,2,1,2009,3,0,1,1600,45,2,113,1,1,8,1,3,1,1,0,1,4,160,2,2,48,1
2007,1,0,300,2,2,7,2009,3,0,2,1630,39,0,91,2,1,1,0,2,14,1,0,1,1,175,2,5,113,1
2003,2,1,60,1,2,8,2009,3,0,2,1410,36,0,121,1,1,4,0,2,14,1,0,1,1,168,1,5,113,1
2001,4,2,10,4,2,1,2009,5,0,3,1340,41,2,77,1,1,4,1,0,14,1,0,2,5,170,2,3,72,1
2004,2,2,10,4,2,1,2009,3,1,1,2250,17,0,54,1,1,1,0,0,1,2,0,2,4,165,2,2,72,1
2009,1,3,10,4,1,2,2009,5,0,1,1570,22,0,59,1,1,1,0,0,1,2,0,2,4,165,2,1,80,1
2007,1,0,0,6,2,1,2009,4,0,2,1150,42,0,91,2,2,1,0,0,14,1,0,2,6,178,1,2,72,2
2006,1,0,350,6,2,7,2009,4,2,3,2770,27,0,79,3,2,1,0,0,14,1,0,2,6,173,1,2,72,1
2002,1,0,340,3,1,7,2009,3,0,1,1080,23,0,64,2,1,8,0,2,1,2,0,1,5,160,2,1,113,1
2003,1,2,80,5,1,1,2009,3,2,1,1830,84,2,61,1,1,8,1,0,1,2,0,2,4,155,2,1,89,2
2007,1,2,350,4,1,1,2009,4,0,1,1440,57,2,88,1,1,2,1,1,1,2,0,2,4,183,1,2,72,1
2005,4,2,290,6,1,1,2009,3,0,1,1500,40,2,100,1,1,8,2,0,11,2,0,2,4,193,1,2,129,1
2006,1,2,10,6,1,2,2009,5,0,1,1440,65,0,36,1,1,8,0,0,1,2,0,2,4,147,2,2,64,1
2001,2,2,50,5,1,1,2009,5,0,1,1520,47,2,76,1,1,1,1,0,11,3,0,2,4,165,2,1,89,1
2007,4,2,350,5,1,7,2009,5,1,1,1850,37,2,95,2,1,1,1,0,1,3,0,2,4,193,1,1,89,2
2007,1,2,180,4,1,1,2009,4,0,1,1360,16,2,50,1,3,8,1,0,5,2,0,2,1,168,2,2,56,1
2007,1,0,0,6,1,1,2009,5,1,1,1410,41,0,58,1,1,1,0,0,1,3,0,2,1,168,2,1,72,2
2001,1,2,350,6,1,2,2009,4,2,1,1730,30,2,128,1,3,1,1,0,1,2,0,2,4,163,2,1,72,1
2000,1,2,350,7,2,4,2009,5,0,2,1380,22,2,73,1,3,2,1,0,14,3,0,2,4,175,1,2,56,1
2007,2,2,350,5,1,1,2009,5,0,1,1750,55,2,77,1,1,8,1,0,1,3,0,2,4,168,2,1,64,1
2003,1,3,350,7,1,3,2009,4,2,1,1900,47,0,145,1,1,1,0,0,1,3,0,2,4,185,1,1,72,1
2003,2,2,10,3,1,2,2009,5,0,1,1340,24,0,150,1,1,2,0,0,1,3,0,1,4,175,4,2,72,1
2002,1,2,290,6,1,1,2009,5,0,1,1530,66,2,64,1,1,1,1,0,1,3,0,2,4,160,2,1,72,1
2002,1,2,170,4,5,11,2009,5,0,1,1800,24,2,129,1,3,8,1,0,5,3,0,2,1,178,1,1,72,1
2005,4,0,0,6,1,3,2009,5,0,1,1210,17,0,86,1,1,8,0,0,1,3,0,1,1,180,1,1,72,1
2008,4,0,180,6,1,1,2009,5,0,1,1050,41,0,64,1,1,8,0,0,2,3,0,1,1,170,2,1,72,2
2007,1,0,0,1,1,2,2009,4,0,1,1630,61,0,91,1,1,3,0,2,1,3,0,1,1,173,2,5,113,1
2007,1,2,10,2,1,1,2009,5,3,1,2520,40,2,88,1,2,8,1,0,1,4,0,2,4,170,1,1,72,2
2003,4,0,10,7,1,1,2009,5,0,1,1150,52,0,68,1,4,1,0,0,1,4,0,2,1,170,2,1,72,1
2005,1,2,30,3,1,1,2009,6,0,1,1500,78,2,100,1,1,2,1,0,11,4,0,2,4,157,2,2,72,1
2008,1,2,20,3,1,1,2009,5,0,1,1260,25,2,91,1,3,8,1,0,1,4,1,2,4,163,2,1,80,1
2002,1,0,350,2,1,9,2009,2,1,1,2640,52,0,67,1,1,8,0,0,1,4,0,2,2,168,2,1,89,1
2003,2,2,40,4,1,1,2009,4,3,2,1470,56,2,82,1,1,1,1,0,11,5,0,2,4,178,1,1,72,1
2001,1,2,340,4,1,1,2009,4,0,3,1520,20,2,129,1,1,1,1,0,14,5,0,1,4,183,1,1,72,1
2004,2,2,60,7,1,1,2009,2,0,1,1570,20,0,91,1,1,8,0,0,11,5,0,2,4,183,1,1,89,1
2004,4,2,330,7,1,7,2009,2,0,1,1560,73,0,52,1,1,8,0,0,1,5,0,2,4,152,2,1,89,1
2004,1,3,350,3,2,1,2009,5,0,1,1160,38,2,66,1,5,1,6,0,1,5,0,2,4,173,1,1,72,1
2009,1,2,10,6,1,1,2009,5,0,1,1120,44,0,68,1,1,1,0,0,1,5,0,2,4,173,2,1,56,2
2006,1,1,150,4,1,9,2009,3,3,2,1890,24,0,84,2,1,2,0,2,2,5,0,2,1,183,1,1,113,1
2007,1,2,300,6,2,1,2009,5,0,1,1270,19,0,92,1,1,1,0,0,1,5,0,2,4,163,2,1,40,1
2003,4,2,10,4,2,1,2009,5,0,1,1800,50,0,100,1,1,8,0,0,1,5,0,2,4,180,1,2,72,1
2006,1,2,160,3,1,1,2009,1,0,1,1440,19,2,82,1,1,1,1,3,5,6,0,2,1,191,1,1,89,1
2006,2,2,310,5,1,1,2009,3,2,2,1860,28,2,77,1,1,1,1,3,14,6,0,2,4,165,1,1,56,1
2001,4,2,10,5,1,1,2009,4,0,3,1410,55,2,102,1,1,1,1,3,14,6,0,1,4,157,2,1,56,1
2007,1,0,350,1,1,6,2009,3,1,3,1580,37,0,79,1,2,1,0,2,14,6,0,1,2,178,1,1,113,1
2002,1,2,0,4,2,1,2009,5,0,1,1530,47,2,68,1,1,1,1,0,1,6,0,2,1,180,1,1,64,2
2009,1,2,30,4,1,1,2009,4,0,1,1430,61,0,125,1,1,2,0,0,1,6,0,2,4,188,1,2,72,1
2007,1,2,330,3,1,3,2009,5,1,1,2450,38,2,88,1,1,1,1,0,1,6,0,2,4,183,1,1,72,1
2007,1,3,10,4,1,1,2009,2,0,1,1730,26,0,100,1,1,1,0,0,1,6,0,2,4,191,1,1,40,1
2009,2,2,80,6,1,1,2009,2,1,1,1600,44,0,68,1,1,1,0,0,1,7,0,2,4,163,2,1,40,1
2001,1,2,270,6,2,1,2009,4,1,1,1730,21,0,64,1,1,1,0,0,11,7,0,2,4,155,2,1,56,1
2005,1,0,0,1,1,1,2009,3,1,2,1940,17,0,50,1,1,8,0,2,14,7,0,2,1,170,2,1,113,2
2006,1,0,0,6,1,1,2009,2,3,1,2080,49,2,145,2,1,1,5,0,1,7,0,2,2,175,1,1,48,2
2008,1,0,350,6,1,1,2009,2,1,1,2050,50,2,68,1,1,1,5,0,1,7,0,2,2,152,2,1,48,1
2006,1,2,320,7,1,1,2009,2,0,1,1580,18,2,73,1,1,1,2,0,11,6,0,2,4,183,1,1,89,2
2006,1,2,310,6,1,9,2009,3,3,1,2670,42,2,75,1,1,8,2,0,1,7,0,2,4,175,1,1,89,2
2001,1,2,0,3,1,2,2009,3,2,1,1940,55,2,64,1,1,1,1,0,1,7,0,2,1,152,2,1,64,2
2004,1,2,180,3,1,1,2009,3,0,1,1230,43,2,93,1,1,1,1,0,5,7,0,2,1,170,2,1,64,1
2001,1,0,180,4,1,1,2009,3,0,1,1620,75,0,75,1,1,1,0,2,5,8,0,2,1,168,2,1,113,2
2007,1,0,0,4,1,1,2009,3,1,1,1580,60,0,59,1,1,1,0,2,1,8,0,2,1,157,2,1,113,2
2008,1,2,30,3,2,1,2009,2,0,1,1250,27,2,66,1,3,8,1,2,1,8,0,2,4,163,2,1,56,1
2004,1,2,200,2,1,1,2009,4,0,1,1400,19,2,102,1,1,1,1,0,11,8,0,2,4,160,2,1,72,1
2001,1,2,30,1,2,3,2009,5,0,2,1760,29,2,73,1,2,8,1,0,14,8,0,2,4,173,1,2,72,1
2000,1,3,80,7,1,1,2009,5,0,1,1210,43,2,108,1,1,8,1,0,1,8,0,2,4,180,1,1,56,1
2002,1,1,310,6,1,7,2009,5,0,1,1540,17,0,54,1,1,1,0,1,1,9,0,1,4,173,2,1,80,1
2001,1,2,90,7,1,1,2009,2,0,1,1630,22,2,75,1,5,8,2,0,1,8,0,2,4,157,2,1,89,2
2002,1,2,280,7,1,1,2009,2,3,1,2550,47,0,111,1,5,8,0,0,1,8,0,2,4,185,1,1,89,1
2008,1,3,290,4,1,1,2009,2,0,1,1710,17,0,52,1,1,1,0,3,11,9,0,2,4,157,1,1,129,2
2010,2,2,280,5,3,1,2009,2,0,1,1470,17,2,84,1,4,1,2,2,1,9,0,2,4,183,1,1,129,1
2007,1,2,0,3,2,1,2009,5,0,1,1270,76,2,66,1,1,1,1,0,1,9,0,2,1,168,1,1,56,2
2006,1,0,0,4,2,6,2009,4,1,1,2300,57,0,52,2,4,1,0,2,15,9,0,1,1,168,2,1,113,1
2002,1,1,0,5,1,1,2009,4,0,1,1210,27,0,91,1,1,1,0,2,1,9,0,1,1,188,1,1,113,1
2004,1,2,300,4,1,10,2009,4,2,1,1790,26,2,91,1,1,8,1,3,1,9,0,1,4,188,1,1,56,1
2000,2,2,80,6,1,6,2009,5,0,1,1380,29,0,136,1,2,2,0,0,1,10,0,2,4,175,2,2,89,1
2004,1,2,280,5,2,7,2009,2,0,1,1570,22,2,64,1,1,1,2,3,1,9,0,2,4,168,2,1,40,1
2001,2,3,30,6,2,1,2009,5,0,1,1530,86,0,77,1,1,2,0,0,11,10,0,1,4,173,1,2,72,1
2002,2,3,330,6,1,3,2009,5,0,1,1580,58,0,111,1,1,2,0,0,1,10,0,1,4,170,1,2,72,1
2007,1,3,0,7,1,1,2009,4,0,1,1990,26,0,91,1,3,8,0,0,1,10,1,2,1,175,2,2,72,2
2008,1,2,350,6,2,1,2009,5,0,1,1630,71,2,104,1,1,2,5,0,1,10,0,2,4,165,2,2,56,1
2005,1,3,340,7,1,1,2009,2,0,1,1160,53,0,111,1,2,8,0,0,1,10,0,2,4,198,1,1,80,1
2001,1,2,350,3,1,1,2009,4,1,1,1520,47,2,73,1,1,8,1,3,1,10,0,2,4,163,2,1,40,1
2005,4,2,340,7,2,1,2009,4,0,1,1210,27,2,79,1,3,1,1,0,1,10,0,2,4,188,1,1,72,1
2005,1,0,180,7,1,1,2009,3,0,1,1410,31,0,64,1,2,1,0,2,2,10,0,2,1,170,1,1,113,2
2008,1,2,50,6,1,1,2009,2,0,1,1470,39,2,75,1,2,2,1,0,1,10,0,2,4,173,1,2,89,2
2004,1,2,340,6,1,1,2009,4,2,1,2920,26,2,73,1,2,2,1,0,1,10,0,2,4,173,1,2,89,1
2008,2,2,320,7,1,9,2009,5,0,1,1580,19,2,68,1,3,8,1,0,1,10,0,2,4,180,1,2,89,1
2002,1,2,30,7,1,8,2009,2,0,1,1380,28,0,61,1,1,8,0,0,1,10,0,2,4,173,2,1,89,1
2006,1,3,350,6,2,1,2009,5,1,1,2100,17,0,68,1,1,2,0,0,1,10,0,1,4,168,1,2,72,1
2006,1,2,30,6,1,1,2009,3,3,1,2700,50,2,57,1,1,2,1,0,1,10,0,2,4,175,2,2,56,1
2001,1,2,0,1,2,1,2009,5,3,1,1970,57,0,81,2,3,1,0,0,11,11,1,2,4,180,1,1,56,1
2008,1,2,20,1,2,6,2009,5,0,1,1580,25,0,127,1,3,1,0,0,1,11,0,2,4,173,2,1,56,1
2008,1,2,0,5,1,1,2009,2,0,2,1630,80,0,59,1,1,8,0,0,14,12,0,2,1,163,2,2,72,1
2003,1,2,180,4,1,1,2009,7,0,1,1220,30,2,69,1,3,2,1,0,5,12,0,2,1,170,2,2,72,1
2003,2,2,350,4,1,1,2009,5,1,1,1790,21,2,64,1,4,2,1,0,1,12,0,2,4,165,2,2,72,1
2005,1,2,350,6,2,1,2009,1,0,1,1570,23,2,70,1,3,1,1,3,1,12,0,2,4,165,1,1,56,1
2008,1,0,110,2,1,6,2009,2,0,1,1570,56,0,108,2,1,4,0,0,1,12,0,2,6,160,2,4,72,1
2006,1,2,0,7,1,8,2009,3,0,3,1570,39,2,62,1,1,9,1,2,14,1,0,2,1,168,2,3,89,1
2003,1,2,340,4,1,2,2009,5,0,1,1210,34,2,73,1,1,8,1,0,1,1,0,2,4,160,2,3,72,1
2000,1,2,300,3,1,1,2009,5,0,1,1370,27,2,79,1,3,1,1,0,1,2,1,2,4,165,2,2,48,1
2005,1,2,30,5,1,6,2009,5,0,1,1160,23,2,64,1,1,8,1,0,1,2,0,2,4,165,2,1,72,1
2004,1,2,310,5,1,1,2009,3,2,1,1790,38,2,104,1,1,8,1,0,11,2,0,2,4,180,1,1,72,1
2008,1,2,350,3,1,6,2009,3,1,1,1770,71,2,82,1,3,8,1,0,1,2,0,2,4,168,1,1,72,1
2001,1,2,10,1,1,1,2009,3,0,1,1380,28,2,79,1,1,1,1,0,11,3,0,2,4,183,1,1,64,2
2001,1,2,350,1,1,1,2009,3,0,1,1160,21,2,73,1,1,1,1,0,1,3,0,2,4,165,2,1,64,1
2008,1,2,10,7,1,2,2009,5,0,1,1500,26,0,95,1,1,1,0,0,1,2,0,2,4,183,1,1,80,1
